elapsed time,timestamp,topic,value
25.025,1774501328.649000000,/odom_adapted.pose.pose.position.x,0
25.05,1774501328.674000000,/odom_adapted.pose.pose.position.x,0
25.056,1774501328.680000000,/odom_adapted.pose.pose.position.x,0
25.056,1774501328.680000000,/odom_adapted.pose.pose.position.x,0
25.111,1774501328.735000000,/odom_adapted.pose.pose.position.x,0
25.135,1774501328.759000000,/odom_adapted.pose.pose.position.x,0
25.166,1774501328.790000000,/odom_adapted.pose.pose.position.x,0
25.17,1774501328.794000000,/odom_adapted.pose.pose.position.x,0
25.17,1774501328.794000000,/odom_adapted.pose.pose.position.x,0
25.2,1774501328.824000000,/odom_adapted.pose.pose.position.x,0
25.26,1774501328.884000000,/odom_adapted.pose.pose.position.x,0
25.26,1774501328.884000000,/odom_adapted.pose.pose.position.x,0
25.294,1774501328.918000000,/odom_adapted.pose.pose.position.x,0
25.294,1774501328.918000000,/odom_adapted.pose.pose.position.x,0
25.294,1774501328.918000000,/odom_adapted.pose.pose.position.x,0
25.326,1774501328.950000000,/odom_adapted.pose.pose.position.x,0
25.362,1774501328.986000000,/odom_adapted.pose.pose.position.x,0
25.388,1774501329.012000000,/odom_adapted.pose.pose.position.x,0
25.388,1774501329.012000000,/odom_adapted.pose.pose.position.x,0
25.388,1774501329.012000000,/odom_adapted.pose.pose.position.x,0
25.399,1774501329.023000000,/odom_adapted.pose.pose.position.x,0
25.45,1774501329.074000000,/odom_adapted.pose.pose.position.x,0
25.453,1774501329.077000000,/odom_adapted.pose.pose.position.x,0
25.483,1774501329.107000000,/odom_adapted.pose.pose.position.x,0
25.484,1774501329.108000000,/odom_adapted.pose.pose.position.x,0
25.518,1774501329.142000000,/odom_adapted.pose.pose.position.x,0
25.518,1774501329.142000000,/odom_adapted.pose.pose.position.x,0
25.524,1774501329.148000000,/odom_adapted.pose.pose.position.x,0
25.599,1774501329.223000000,/odom_adapted.pose.pose.position.x,0
25.599,1774501329.223000000,/odom_adapted.pose.pose.position.x,0
25.616,1774501329.240000000,/odom_adapted.pose.pose.position.x,0
25.616,1774501329.240000000,/odom_adapted.pose.pose.position.x,0
25.646,1774501329.270000000,/odom_adapted.pose.pose.position.x,0
25.652,1774501329.276000000,/odom_adapted.pose.pose.position.x,0
25.725,1774501329.349000000,/odom_adapted.pose.pose.position.x,0
25.725,1774501329.349000000,/odom_adapted.pose.pose.position.x,0
25.725,1774501329.349000000,/odom_adapted.pose.pose.position.x,0
25.742,1774501329.366000000,/odom_adapted.pose.pose.position.x,0
25.794,1774501329.418000000,/odom_adapted.pose.pose.position.x,0
25.814,1774501329.438000000,/odom_adapted.pose.pose.position.x,0
25.817,1774501329.441000000,/odom_adapted.pose.pose.position.x,0
25.818,1774501329.442000000,/odom_adapted.pose.pose.position.x,0
25.868,1774501329.492000000,/odom_adapted.pose.pose.position.x,0
25.894,1774501329.518000000,/odom_adapted.pose.pose.position.x,0
25.894,1774501329.518000000,/odom_adapted.pose.pose.position.x,0
25.926,1774501329.550000000,/odom_adapted.pose.pose.position.x,0
25.93,1774501329.554000000,/odom_adapted.pose.pose.position.x,0
25.949,1774501329.573000000,/odom_adapted.pose.pose.position.x,0
25.983,1774501329.607000000,/odom_adapted.pose.pose.position.x,0
25.985,1774501329.609000000,/odom_adapted.pose.pose.position.x,0
25.985,1774501329.609000000,/odom_adapted.pose.pose.position.x,0
26.028,1774501329.652000000,/odom_adapted.pose.pose.position.x,0
26.053,1774501329.677000000,/odom_adapted.pose.pose.position.x,0
26.089,1774501329.713000000,/odom_adapted.pose.pose.position.x,0
26.113,1774501329.737000000,/odom_adapted.pose.pose.position.x,0
26.115,1774501329.739000000,/odom_adapted.pose.pose.position.x,0
26.118,1774501329.742000000,/odom_adapted.pose.pose.position.x,0
26.146,1774501329.770000000,/odom_adapted.pose.pose.position.x,0
26.202,1774501329.826000000,/odom_adapted.pose.pose.position.x,0
26.238,1774501329.862000000,/odom_adapted.pose.pose.position.x,0
26.238,1774501329.862000000,/odom_adapted.pose.pose.position.x,0
26.238,1774501329.862000000,/odom_adapted.pose.pose.position.x,0
26.253,1774501329.877000000,/odom_adapted.pose.pose.position.x,0
26.264,1774501329.888000000,/odom_adapted.pose.pose.position.x,0
26.284,1774501329.908000000,/odom_adapted.pose.pose.position.x,0
26.316,1774501329.940000000,/odom_adapted.pose.pose.position.x,0
26.319,1774501329.943000000,/odom_adapted.pose.pose.position.x,0
26.347,1774501329.971000000,/odom_adapted.pose.pose.position.x,0
26.348,1774501329.972000000,/odom_adapted.pose.pose.position.x,0
26.411,1774501330.035000000,/odom_adapted.pose.pose.position.x,0
26.411,1774501330.035000000,/odom_adapted.pose.pose.position.x,0
26.413,1774501330.037000000,/odom_adapted.pose.pose.position.x,0
26.447,1774501330.071000000,/odom_adapted.pose.pose.position.x,0
26.504,1774501330.128000000,/odom_adapted.pose.pose.position.x,0
26.504,1774501330.128000000,/odom_adapted.pose.pose.position.x,0
26.511,1774501330.135000000,/odom_adapted.pose.pose.position.x,0
26.544,1774501330.168000000,/odom_adapted.pose.pose.position.x,0
26.545,1774501330.169000000,/odom_adapted.pose.pose.position.x,0
26.577,1774501330.201000000,/odom_adapted.pose.pose.position.x,0
26.611,1774501330.235000000,/odom_adapted.pose.pose.position.x,0
26.626,1774501330.250000000,/odom_adapted.pose.pose.position.x,0
26.639,1774501330.263000000,/odom_adapted.pose.pose.position.x,0
26.682,1774501330.306000000,/odom_adapted.pose.pose.position.x,0
26.702,1774501330.326000000,/odom_adapted.pose.pose.position.x,0
26.716,1774501330.340000000,/odom_adapted.pose.pose.position.x,0
26.74,1774501330.364000000,/odom_adapted.pose.pose.position.x,0
26.74,1774501330.364000000,/odom_adapted.pose.pose.position.x,0
26.76,1774501330.384000000,/odom_adapted.pose.pose.position.x,0
26.776,1774501330.400000000,/odom_adapted.pose.pose.position.x,0
26.817,1774501330.441000000,/odom_adapted.pose.pose.position.x,0
26.835,1774501330.459000000,/odom_adapted.pose.pose.position.x,0
26.845,1774501330.469000000,/odom_adapted.pose.pose.position.x,0
26.891,1774501330.515000000,/odom_adapted.pose.pose.position.x,0
26.907,1774501330.531000000,/odom_adapted.pose.pose.position.x,0
26.907,1774501330.531000000,/odom_adapted.pose.pose.position.x,0
26.909,1774501330.533000000,/odom_adapted.pose.pose.position.x,0
26.945,1774501330.569000000,/odom_adapted.pose.pose.position.x,0
26.946,1774501330.570000000,/odom_adapted.pose.pose.position.x,0
26.987000000000002,1774501330.611000000,/odom_adapted.pose.pose.position.x,0
27.016,1774501330.640000000,/odom_adapted.pose.pose.position.x,0
27.019,1774501330.643000000,/odom_adapted.pose.pose.position.x,0
27.054,1774501330.678000000,/odom_adapted.pose.pose.position.x,0
27.054,1774501330.678000000,/odom_adapted.pose.pose.position.x,0
27.091,1774501330.715000000,/odom_adapted.pose.pose.position.x,0
27.122,1774501330.746000000,/odom_adapted.pose.pose.position.x,0
27.123,1774501330.747000000,/odom_adapted.pose.pose.position.x,0
27.148,1774501330.772000000,/odom_adapted.pose.pose.position.x,0
27.148,1774501330.772000000,/odom_adapted.pose.pose.position.x,0
27.227,1774501330.851000000,/odom_adapted.pose.pose.position.x,0
27.227,1774501330.851000000,/odom_adapted.pose.pose.position.x,0
27.248,1774501330.872000000,/odom_adapted.pose.pose.position.x,0
27.282,1774501330.906000000,/odom_adapted.pose.pose.position.x,0
27.282,1774501330.906000000,/odom_adapted.pose.pose.position.x,0
27.322,1774501330.946000000,/odom_adapted.pose.pose.position.x,0
27.322,1774501330.946000000,/odom_adapted.pose.pose.position.x,0
27.343,1774501330.967000000,/odom_adapted.pose.pose.position.x,0
27.378,1774501331.002000000,/odom_adapted.pose.pose.position.x,0
27.409,1774501331.033000000,/odom_adapted.pose.pose.position.x,0
27.523,1774501331.147000000,/odom_adapted.pose.pose.position.x,0
27.523,1774501331.147000000,/odom_adapted.pose.pose.position.x,0
27.575,1774501331.199000000,/odom_adapted.pose.pose.position.x,0
27.575,1774501331.199000000,/odom_adapted.pose.pose.position.x,0
27.575,1774501331.199000000,/odom_adapted.pose.pose.position.x,0
27.575,1774501331.199000000,/odom_adapted.pose.pose.position.x,0
27.575,1774501331.199000000,/odom_adapted.pose.pose.position.x,0
27.575,1774501331.199000000,/odom_adapted.pose.pose.position.x,0
27.609,1774501331.233000000,/odom_adapted.pose.pose.position.x,0
27.609,1774501331.233000000,/odom_adapted.pose.pose.position.x,0
27.644,1774501331.268000000,/odom_adapted.pose.pose.position.x,0
27.646,1774501331.270000000,/odom_adapted.pose.pose.position.x,0
27.666,1774501331.290000000,/odom_adapted.pose.pose.position.x,0
27.666,1774501331.290000000,/odom_adapted.pose.pose.position.x,0
27.704,1774501331.328000000,/odom_adapted.pose.pose.position.x,0
27.722,1774501331.346000000,/odom_adapted.pose.pose.position.x,0
27.742,1774501331.366000000,/odom_adapted.pose.pose.position.x,0
27.761,1774501331.385000000,/odom_adapted.pose.pose.position.x,0
27.762,1774501331.386000000,/odom_adapted.pose.pose.position.x,0
27.805,1774501331.429000000,/odom_adapted.pose.pose.position.x,0
27.82,1774501331.444000000,/odom_adapted.pose.pose.position.x,0
27.851,1774501331.475000000,/odom_adapted.pose.pose.position.x,0
27.851,1774501331.475000000,/odom_adapted.pose.pose.position.x,0
27.851,1774501331.475000000,/odom_adapted.pose.pose.position.x,0
27.938,1774501331.562000000,/odom_adapted.pose.pose.position.x,0
27.987000000000002,1774501331.611000000,/odom_adapted.pose.pose.position.x,0
28.086,1774501331.710000000,/odom_adapted.pose.pose.position.x,0
